DUNGRV  61027 5-1                                                               MCANO  769
 1.9021.5623.9224.7825.2924.11 6.6110.0111.1111.06 9.7367.0970.3571.9371.8272.93MCANO  770
11.8410.7410.56 9.8910.87 8.5310.2410.5311.20 9.7938.45 1.59 1.94 2.31 2.29 2.25MCANO  771
.67231.6611.9432.1782.2092.329.73831.0941.4721.3771.3804.5964.5264.7564.6834.866MCANO  772
2.1411.9582.1142.0082.123.93301.1411.1861.1321.08010.60.6214.98771.0461.1921.176MCANO  773
  n.b. unit 7 is dungrovecorreswap file                                                                               MCANO  774
